lable	label	text
0	断定	He is a soldier, you cannot be a soldier if you are not a risk taker. Well-done mkanya https://t.co/b8eOA1j2Jr
0	陈述	@BrianGervaisYYC @YMCA_Calgary @CMOH_Alberta @YourAlberta @YMCA_Calgary and all YMCAs in Alberta are at the ready t… https://t.co/G6Lf4290Bv
0	同意	I endorse this - covid vaccine for all illegal varmint.\n\nI keep hearing how blacks have been hit disproportionately… https://t.co/evtk4vEyTf
0	质询	@BorisJohnson: Hypocrisy? ???  #VaccineImperialism or just protecting #BigPharma over lives?  #PeoplesVaccine… https://t.co/f0Itn3wKqf
1	攻击	@bikequeen3 @ChuckCallesto Stupid?? They are even saying the vaccine may cause infertility! You are the stupid one
0	陈述	There will be no gatherings at the vaccination centres , at the nearby 600 centres across Pakistan , people will be… https://t.co/OwcvUtrNkY
0	陈述	US government expects widespread delaysCovid-19 vaccine shipments due to severe weather according to CDC spox. "Adv… https://t.co/Pj0hhFYIBm
1	惊讶	@Uboot1945 @FDA_Drug_Info It’s really shocking!!!\n\nI can’t believe this! Instead of promoting healthy diet and life… https://t.co/KlAcZK4Q5T
0	陈述	#Singapore approved Moderna’s vaccine for use in the country with an interim clearance. A review of the clinical da… https://t.co/SAgGLwhd0J
0	析因	I don't get the outrage over O.J. Simpson getting his COVID vaccination ahead of others since he falls into the hig… https://t.co/QBJoNQ1llG
0	陈述	@choo_ek My son asked to have a play date after his vaccine.  He’s 10.  Maybe he should run for U.S. Senate since h… https://t.co/CgonEe8Syu
0	陈述	@randomasspe @dan_henshall @ElectionMapsUK Every English care home has been offered the Vaccine. Let’s not act dumb… https://t.co/1Ty4gxlkTQ
0	陈述	Mom just text that her and Dad have gotten their first vaccine shot...not fighting these tears!!!
0	引述	If you have not been vaccinated in Minnesota, regardless of age, sign up with the Covid-19 Vaccine Connector and yo… https://t.co/3gjDGdUtuX
0	引述	@Joseph_Morong @dzbb Vaccine Czar Sec. Carlito Galvez, Jr. says Philippines may experience shortage of vaccine duri… https://t.co/sIL6YgbrXt
2	请求	For CVS covid vaccine appointments.\n\nOpen MULTIPLE BROWSERS, TO GET THROUGH THE QUEUE
0	质询	@MAbsoud @SophieR66723937 @sunilbhop Will you stand by and let teenagers be in class with no masks? Including ones… https://t.co/LkuQmDY2cv
0	引述	Yes, Britain’s vaccine rollout is a triumph. But let’s not kid ourselves it proves the Brexit case | Will Hutton https://t.co/JAf9BAZcVT
0	质询	@WhiteHouse @POTUS @VP @SecDef Where is the vaccine? Is the @US_FDA aware there is a pandemic? Shouldn’t @US_FDA tr… https://t.co/KBeHtIbfQS
0	质询	@DaneLIoydMP That’s why he banned guns? He wants to force a “vaccine” on people and is scared they will get mad?
0	质询	Why is the news making it so dramatic that the virus has mutated... it’s a virus, that’s one of it’s main jobs...… https://t.co/2a8Q94GxUR
0	质询	Who in SA took the vaccine for a test drive #VaccineRolloutSA #VaccineforSouthAfrica #vaccines
0	陈述	Media stop reporting on the people who don't want the  vaccine. There are enough people who want it, which will tak… https://t.co/yFj1HhZ7K2
0	断定	@DiePlaasPatriot There is even less evidence that the vaccine will work but the Left Wing are quite happy to subjec… https://t.co/BpgYq3sepd
0	质询	@GovofCO why did you jump the line for the vaccine?  Didn't you test positive already?  So as you are in the elite… https://t.co/dn9YopxlyF
3	承诺	@dcuthbert I think I’m honestly going to have to do some sort of vaccine tourism to have any chance of getting it.… https://t.co/sKvY4N7k6s
0	陈述	Yankee Stadium in the Bronx, the worst affected of the New York City boroughs, will be transformed into a mass vacc… https://t.co/Ei23IiyFkC
0	引述	Till Friday, Pakistan had vaccinated 33,000 healthcare workers. \n\n“Our aim was to vaccinate [frontliners] over the… https://t.co/WbXSshidug
0	质询	@RedRock1T An hour! If only you knew. I would die without it. Have you ever been ventilated? I have. Have you ever… https://t.co/Zou84NjIkq
0	引述	Facebook says it will remove more COVID-19 conspiracies that discourage vaccination https://t.co/DGb5NZ8cyd… https://t.co/Ydne7EDvjq
1	幽默	Me after the Covid Vaccine https://t.co/6tTD0AsnMW
2	咨询	@BooBiiinLove This is after vaccination?
0	批评	@toriakate @GMB Such a selfish mindset. You’re perpetuating Covid if you refuse to get the vaccine and putting othe… https://t.co/p19rT9nvc0
0	同意	SUPPORT CRPH\n#Feb20Coup \n#WhatsHappeningInMyanmar https://t.co/8rPa6tRRbo
0	质询	@BHFScotland @TheBHF Rather than increasing the fear, to what purpose?, I've not seen the BHF fighting to get peopl… https://t.co/3sAy73jVok
0	批评	@nicholas_64 Of course empty promises as usual.  They promised that vaccine will arrive by 2nd week of February,  n… https://t.co/M2uCLEvHrH
0	引述	There are thinking people, and there are righteous, convention-touting, process-floggers. We have a thinking doctor… https://t.co/3HSqmjCuGZ
0	析因	@dkkirkendoll @ChuckCallesto Because it’s not a vaccine but gene therapy. It’s branded as vax to drive higher adopt… https://t.co/e0ov82Wll5
0	引述	Just commented on @thejournal_ie: Ireland to get first 35,000 doses of Oxford-AstraZeneca vaccine next week - https://t.co/M1EXgJTLk5
0	引述	I think these people lost their marbles. They have 500 millions people’s lives in their hands ,the vaccines were ba… https://t.co/YKbwsanFdC
0	批评	Capitalism bay-bee https://t.co/cZdM7GtRNz
0	引述	@globalnews More Americans have received the vaccine developed by Pfizer (28 million) than the Moderna-developed va… https://t.co/M219XFhYiI
0	质询	Why do the actual vaccine websites look so much like phishing scams, down to requesting your mother’s name on the paperwork?
0	质询	@Lisa_McC_ Then what? People with something to hide get found out? Many countries have I’d cards. It’s a fact not h… https://t.co/jj8NJ36EAG
0	赞扬	the covid19 vaccine discussion which dr helmy and kj hosted is very good and actually very important. really hope s… https://t.co/mD1NTHBErV
0	引述	As a 66 year old with health conditions, I went to https://t.co/D0Ybzx14Ba and got this appointment. If you're elig… https://t.co/1t7IDpMRK2
1	反讽	enthasis on "could" https://t.co/c3a2jnTHR7
4	other	@MaryReidy11 @chris_dlamini @annbish1959_ann @LindaChibuzor @ClaireHowells10 @Cathy_55555 @MarshaLTJones… https://t.co/G66ifTuLal
0	推测	@michelegrant @nicolelampert I’m sure it will be soon. Government only opened vaccination up for over 70s nationall… https://t.co/2p2eUXXKuV
0	断定	@CathJSweeney Weaponized privilege is creating a system that necessitates folks to travel up to a hundred miles for… https://t.co/hmAMlX66xz
0	引述	@Mediavenir Source : https://t.co/QzM9L4JCO8
0	推测	@jamft I said elsewhere mark my words. You'll see yearly "update" shots for your MRNA gene therapy vaccine.
0	陈述	Mum, Aunt &amp; Uncle, Mum's cousin, neighbours four doors down, neighbour across the road, health worker neighbour,  m… https://t.co/T0wMpY9CgY
1	难过	I’m frustrated w the insistence on using “struggle with (mental health condition).” I wouldn’t struggle with… https://t.co/0sLm0JFjBi
2	请求	@PentagonPresSec @PressSec Please vaccinate the detainees. We must treat them humanely because they are in our care… https://t.co/KTehB7s8jv
2	请求	@GovChrisSununu @NHJennifer Vaccinate the teachers and staff immediately. \n\nOur NH teacher population skews older,… https://t.co/RGuuMKijou
0	同意	@ProblemNumber31 @tariqnasheed My sentiments exactly. This stinks to high hell. But it’s deeper than what’s on the… https://t.co/cERnw4DmAm
0	推测	With that said, her district will soon start administering shots to their teachers. They are first offering the vac… https://t.co/0BveQpTqIo
0	引述	US boosts states' weekly vaccine allotment to 13.5M doses https://t.co/GyWDO6cMAh https://t.co/BtYMRabONC
1	反讽	Oof! Time for grandpa earpiece to go to bed. https://t.co/k3d7SxOJc2
0	引述	Small wonder: vaccines work. https://t.co/fudO294NFS
0	引述	Moderna to ship 1.3M COVID-19 vaccine doses to Canada in March – CityNews Toronto https://t.co/y7sA06sMko
0	引述	South Korea's mediocre Covid-19 report card points to overly bureaucratic response, self-satisfied PR and sluggish… https://t.co/ZqCf7v23tL
1	感谢	Thanks to the fabulous team @nhs_scft and volunteers who are doing an amazing job vaccinating 1000 people per day.… https://t.co/gA2wgi8lDg
0	引述	A press spokeswoman for the Paul Ehrlich Institute (PEI), which is in charge of vaccination in Germany told DW… https://t.co/s4bphnLT4w
0	推测	The more people that have the vaccine, the more hope there is to reach towards the light at the end of this very lo… https://t.co/shNMpqwgxO
0	引述	DT Diana Johnson: RT Stephen Mangan: Kate Bingham, heads Britain’s vaccine task force. No experience in that area.… https://t.co/poLPoIo3Sh
1	难过	Pfizer Vaccine Day 2: Woke up with a headache/sick feeling. Arm still hurts!! 😬😬
0	质询	@Livingfree211 @HotepJesus Wait... so you're more scared of people getting the vaccine than people getting the viru… https://t.co/cu2qYC1fl9
0	引述	The city of #GPTX will be assisting residents with online registration for the COVID-19 vaccine on Saturday, Feb. 2… https://t.co/m39zA0RFZG
0	断定	@GOVUK I’d rather get my covid vaccine. Why can care home workers get it if it’s being based on age not occupation?… https://t.co/OlB5CeaXp8
0	断定	safe to say part of this amount will be used to buy MLA's post election https://t.co/zfByIzDBQe
0	引述	"In Canada, the Trudeau government would have told you this couldn’t be done.  In the U.K., they got it done. While… https://t.co/1fsRufGbbW
1	欣喜	This could be very exciting indeed. #longcovidkids @FrancesorFran https://t.co/JTic1PFoke
0	陈述	@POTUS 🤔 Trump administration was already over 900,000 vaccinations within 60 days of the vaccine being approved fo… https://t.co/bGW478PDxQ
0	陈述	They're struggling to sell this vaccine to the people. I think they thought there'd be people begging for it. Now t… https://t.co/LGLahPXexj
0	赞扬	#HADM5232 Good news for those expecting to get vaccinated that FDA has approved Johnson &amp; Johnson for single dose C… https://t.co/aJBkhHXLs2
0	陈述	@SkyNews Looks like after the vaccine is given, deaths jump quite high. https://t.co/kDbVHu46Wk
1	反讽	@tbridis @GovRonDeSantis DeSantis acts like it's HIS vaccine when in fact if it were up to him, Floridians would be… https://t.co/GLwra7LRnc
1	反讽	Heavy security at the vaccine place https://t.co/BDR6skreIf
1	希望	@Jason We really need a standby list (perhaps controlled by each state or county) which vaccine providers can utili… https://t.co/W84b3RQt6y
0	断定	@GMB @WYPF_Chairman Thi vaccine is to help spread COVID too.This will help prevent him spreading it to others, see the bigger picture here
0	陈述	@sharkfin71 Vaccine experts warn us that vaccinated people don't get seriously ill with COVID-19 but they may still… https://t.co/KZBjQ4FRwX
0	断定	Dangerous. Could speak a new goldfish to Puerto Rico if news gets out there is Moderna vaccine to be found on the s… https://t.co/vWJBqRmh6k
0	同意	Exactly! 45 cannot take credit for this https://t.co/GILZrGW2z5
0	同意	@BenPlumb97 yeah I hoped that if u had it the vaccine would maybe be a bit less painful but u may have proved me wr… https://t.co/Bo0JAptsoQ
0	断定	.@vonderleyen The EU cannot beat COVID-19 if we prioritise the profits of big pharma over speeding up vaccine produ… https://t.co/DaoonfEQEH
0	断定	New World Order Emerging...\n\n😱Here's Why It's Not Such a\n     Crazy Conspiracy Theory After All!\n\n---&gt;… https://t.co/uqZfyNm3VC
0	陈述	MSTPer Megan Maurano (E-14) is defending today! https://t.co/yQfk6Xktay
0	引述	Even Zim can use their state carrier to fetch their vaccine donation.  South Africa is a total joke.  SAA was a per… https://t.co/CDSnV7w2gU
0	陈述	@blueyedgirl710 @IAGovernor Our vaccination roll out is a cluster right now too, and they just detected the new str… https://t.co/IvwxJV5m7X
0	引述	"I tweeted about Drene Keyes going into anaphylaxis minutes after being given the first Pfizer vaccine dose. I am a… https://t.co/iF8nhfs8Dy
1	反讽	Even the stock market is counting on people getting the money and vaccines https://t.co/0oixJVj8Xo
4	other	got@my covid vaccine besties
0	引述	The Stand | The Truth About the COVID-19 Vaccine\nhttps://t.co/oEyLzxggbx
0	质询	@mikepompeo Why\n\nWould \nYou \nNeed \nMasks\nAfter \nVaccination.\n\nWhy
1	反讽	Apparently Alyssa has transitioned from being an expert on gun control to a medical researcher. https://t.co/7QI0PSa5qz
0	引述	https://t.co/1AjZAcd4Ny \nFauci, Bill Gates ,FDA, CDC, WHO &amp; Big Pharma . Why do you think the CEO of Pfizer SOLD 60… https://t.co/3ewW9lqlX5
2	请求	vaccinate all workers
1	希望	@HelenORahilly Looking forward to hearing how the vaccination went, her thoughts on the nurse / doctor who administ… https://t.co/BKW8GrSI8V
0	引述	Publix’s online reservation system opened this morning for COVID-19 vaccination appointments at 60 Publix pharmacie… https://t.co/qOi4hEeUwZ
0	断定	@dawny005 Pope Francis is much more science minded than young earth creationists in the USA ever will. Also average… https://t.co/ptJXw30Uhe
0	引述	Israel Gives Vaccine to Far-Off Allies, as Palestinians Wait https://t.co/QfrnkRgQo5
1	难过	@garson_scott Scott! I'm sorry to hear it about your heart, but I'm so, so glad you got the vaccine. Take good care.
0	质询	@irishexaminer @TheGregMurphy how many deaths were end of life.\nHow many deaths were after vax\nHow many deaths were… https://t.co/GALniY6v8O
0	引述	Mayor Garcetti says by tomorrow the city will exhaust its supply of first-dose Moderna vaccines, resulting in the t… https://t.co/ovRS38kQDu
1	幽默	“Please counsel this patient for a COVID 19 vaccine “ https://t.co/eVRW8QezSg
0	引述	Getting the vaccine will protect you from the coronavirus — and it may keep people around you healthier, too https://t.co/d9BGsHKQLN
0	引述	The lack of a comprehensive approach to ensure #vaccine access in developing countries threatens to prolong the pan… https://t.co/Vv54MBKLhI
1	欣喜	@ElectionMapsUK @YouGov Happy days! Brexit &amp; vaccine bounce continues👌
0	质询	@ScottMorrisonMP Why you so intent on having a fascist dictatorship? I'm not ever having your Deadly vaccine and I'… https://t.co/uqzx8rMDXD
1	反讽	Wow getting the vaccine smh y’all would do anything huh dummy’s
1	抱怨	#CONs complaining again! If #PMJT gets more vaccine for us, they don't like it !!  If the maker of the vaccine can'… https://t.co/qSIukeSpRM
0	引述	First doses of @AstraZeneca vaccine have been delivered to #Ghana – statement\n\nhttps://t.co/Qq4nc20XOV
1	反讽	@parlertakes Lol because people receiving the vaccine voluntarily constitutes a crime somehow? Honestly these parle… https://t.co/D06D69NNli
0	质询	I'm a mildly baffled about the idea of stopping people killing each other to vaccinate them against a disease that… https://t.co/Q0shNvvQTb
0	引述	@flor8i @derspiegel Even before the second dose, BNT162b2 was highly efficacious, with a vaccine efficacy of 92.6%,… https://t.co/Mz8Vv2VFjn
0	引述	Coming up at 6:31 a.m. on @MorningEdition on @DelawarePublic with your host @KSteeleBrdcastr \n https://t.co/7VEAgsCB3Q
0	质询	Is it at all possible for the propagandized to THINK? and READ? and RESEARCH? but noooo, gotta make asinine claims… https://t.co/EFfaYHFrWE
0	陈述	@sandra24883604 HCQ was only ever used in a Very Small Clinical Trial.  Until it was proved it did not work. The on… https://t.co/hcoEAGN9ls
0	质询	@ASlavitt Could you at least acknowledge that after close on a year of being locked at home, resilience might be we… https://t.co/u7tiSJxCWP
0	陈述	Ppl in the scene kept saying "can't wait until lockdown is over and we can start clubbing again soon". They been sa… https://t.co/vB3xyQ3VEX
0	引述	Covid-19: Prince William and Kate urge people to get vaccine https://t.co/EoDTwfyeD2
0	引述	@fascinatorfun @theosanderson some more detail here:\nhttps://t.co/nvYHUnZcKH
0	陈述	@hughesywhap @natswhatireckon Mate!! I also have only one functioning lung (pre-surgical removal) and I happened to… https://t.co/Vmk7q4c8mP
0	批评	Biden lied #coronavirus #vaccine https://t.co/aKDbGLJ2bl
0	陈述	@youareadamnfool @Tronald42074325 @lordcheese40 @johnpavlovitz within the very year with nowhere near as much money… https://t.co/IGHmA6NQ9Q
0	陈述	My family on the other hand ... insists on gathering in spaces without masks AND not getting the vaccine. It’s been… https://t.co/DKmTshkHW7
0	批评	@JulianOD @Peston It is fundamentally WRONG as it's coercion, which is not only immoral, but also medically unethic… https://t.co/qO5UNa839u
0	质询	@MifWhy @DHughesy @MarieColemanAO @ScottMorrisonMP @JoshFrydenberg @GregHuntMP Seriously? You'd rather rush the vac… https://t.co/7WlVy62EDh
0	断定	@jayne75454740 @BBCNews They can. Not everyone who is poor works in a supermarket or factory. People can wear masks… https://t.co/jfHFgKGOFr
0	引述	A paper that explains the risk of prion disease following RNA vaccines - such as Alzheimer’s or Creutzfeldt Jakob D… https://t.co/0kZJ27a25f
0	析因	@ZeHarpreet In India we have to live with @BharatBiotech Vaccine only because Govt has "Approved" it 😡😡
2	请求	@Fukudakogyo Please get the vaccine as soon as you can. xxx
1	难过	@SandySue1958 I got shingles in my 30s for no apparent reason other than I may have had some mild increased stress.… https://t.co/TqbQS4D5WB
2	请求	Including college instructors! “Teachers” includes more than K-12, and college instructors (esp. at community colle… https://t.co/cKcg90eHep
0	引述	Read the latest stories on your state's vaccine efforts from @NBCNews and local affiliates. https://t.co/MIGefKYWYp
4	other	Yeeehhhaaaaa https://t.co/nw8OTP7X85
0	陈述	@trishgreenhalgh Currently have a bleed at back of eye plus dizziness and feeling faint. 10 months since covid symp… https://t.co/XGTSPDnvHf
1	希望	Wow if only we had some sort of superlab or something. If only we hadn't slashed funding for research institutions.… https://t.co/td1zigMGjR
2	请求	Telling me the government has all my information or whatever in order to convince to take the vaccine makes me wann… https://t.co/8p4djLSh0a
2	请求	Please tag the $10 Think Tank man wai 🤦🏾‍♂️ https://t.co/ON7Rgx9f5y
0	引述	Two more mass vaccination sites are coming to California. https://t.co/6ZYgw3lhgP
0	陈述	@RedDelorean @davidfrum In the real world, only 11% of Americans utilize public transportation on at least a weekly… https://t.co/Hcy27ZYHeC
0	引述	Rome hospital execs allowed employees’ families to jump vaccine line https://t.co/JjQrsxHcjk
0	质询	Did you assure them that you would still vote with them to eliminate the filibuster.\n\nAnd despite public statements… https://t.co/x5GuIq1StL
1	反讽	@globaltimesnews The Pakistan Only nation receiving Chinese vaccine 🤣😂🤣it's time to testing🐀Pakistani🐀rat's
0	陈述	@CTVMontreal Vaccines are supposedly ready to help bring our lives back to normal so it doesn't look like Halloween… https://t.co/oWpz7FmNJC
0	质询	What’s driving this demographic? Whether it's precautionary measures,  opening schools, or vaccination —Where do th… https://t.co/hqaBImGSrw
0	陈述	Hospital janitors who spend years in the pandemic cleaning COVID patients' rooms, count as a "healthcare worker" sh… https://t.co/h48dL01veZ
1	希望	I hope this happens but I am not optimistic. We’ve dug ourselves into such a hole that it will take MONTHS to dig o… https://t.co/d7Z4OkA1ZD
0	不同意	@Established1958 Oh no, I know someone else who suffered really bad with heartburn after the vaccine. It lasted abo… https://t.co/u7qc27cIM0
0	质询	Does government function at any level? We invest so much time and money into candidates we think are going to help… https://t.co/ghCFcX8knn
0	断定	@SarahDanielsTV I heard the vaccine is full of auto immune! DO NOT TAKE
0	引述	Would you be willing to show a digital vaccination certificate to move around freely? @ThereseRaphael1 explores the… https://t.co/SOhgn4tgLj
0	陈述	@FairviewSD72 @MSAFungi Here for the science and to help amplify #BlackInSTEM and modern day Black excellence. Pls… https://t.co/4QRUoIIJre
0	不同意	@jim_reed @BBCNews Get your facts right. It's NOT all those aged 16-65 with underlying health conditions who are be… https://t.co/pRT9TAI0ED
0	引述	#CovidVaccine \nTwo women die in Andhra Pradesh, Telangana days after taking Covid-19 vaccines\n\nhttps://t.co/rhadFN1HwE
0	断定	@johnoakes2020 Not in the true sense of the word vaccine. It is a treatment; a pathogenic primer
0	引述	5 Dead At World's Largest Vaccine Factory - Headline Health. Population Reduction Plan https://t.co/E84eovqXVj
0	析因	Taking it with a pinch of salt as these things are obviously subject to change, but I feel a sudden burst of (quite… https://t.co/zKVqrSkcx1
0	质询	@jjchamie It bothered me at the time when the results of the vaccine trials were made available. How did participan… https://t.co/VPkRnGAxmE
0	陈述	@BelhadiOmran They did, but the second dosage of the vaccine only tops it up by a few percentage points\n\nSo it’s li… https://t.co/1LwPHOxq0X
1	感谢	Feeling so grateful, had the best "1st date" possibly 4the rest of my life! So much hope in the jab of a needle! Wh… https://t.co/UMVgby7nIQ
0	推测	@lara_deeb @SumitaPahwa I predict that yes, Moderna will  prevent transmission if Pfizer does. Main mechanistic dif… https://t.co/DHGykUVNPB
0	引述	Reminder: Our East Side medical director, Takesha Leonard, is participating in tonight's New York State Vaccine Equ… https://t.co/BNqlGCtkIw
0	同意	@HarrietHarman Quite, and anything less than war crimes charges for all legislators of the English shorting London of vaccine...
4	other	@CBCPolitics  @PnPCBC  @globeandmail  @nationalpost  @BBCWorld   @htTweets  @IndiaToday \nThere you go !  &amp;… https://t.co/58QvVjiQJ8
0	不同意	@miamooo @MadeYorkshire @JuliaHB1 No absolutely not, they are saying that the vaccine doesn’t prevent mild illness,… https://t.co/pK8kEVMkzb
0	陈述	@Nangamso_NM I've never seen news regarding the vaccine to other African countries, or maybe I hardly watch or listen to the news
0	陈述	@GhostZapperGB @PaulWedlock @DeanLockhartMSP They had a “Scottish vaccine rollout disaster” scripted and orchestrat… https://t.co/yEMLlezIyE
0	陈述	There. Are. No. Appointments. Open. https://t.co/RfPcSqSDdK
0	批评	So disappointed in Lewis. He didn't even bother to read the agreement. https://t.co/TSz661CEwz
0	引述	‘This is … weird’: President Biden gets a little flirtatious with a nurse during virtual COVID-19 vaccination site… https://t.co/AvK31KlXy7
0	陈述	@CharlieEmma85 @baggott_rob I’ve no idea what is going on but Norway did report deaths, Pfizer said they knew of th… https://t.co/cIz9zoWkp5
0	质询	@IshatReza @unsilenced_majo Why don't they open up some big vaccination sites like arenas etc. and also drive up vaccinations?
0	引述	The COVID-19 vaccine is not as popular as expected among nursing home staff. https://t.co/kvJA01XVNm
0	析因	I can’t wait ti I get the covid vaccine because the amount I miss working out is astronomical. \n\n*eats another cinnamon bun*
0	陈述	@jeremy_pm @melulater @MariaSherwood2 South Auckland to be given vaccine priority after border staff, , even over e… https://t.co/MlMGi1gVtq
2	邀请/建议	India shud be helping the nations like India who are sufferring like India by the hands of Countries like Canada ,… https://t.co/bbLezY80uJ
0	引述	What can you expect when you get your Covid vaccination? Check to the short video below to find out 👇🏻 https://t.co/TCeDc4fp7m
0	陈述	Amidst the talk on racial disparities in Connecticut’s #COVIDVaccine rollout, worth noting less than 10% of the inc… https://t.co/m6NbPQBJnL
0	质询	@GuitaristDom Exactly!! Schools can’t control the spread of nits - how can they be expected to control the spread o… https://t.co/BlQhV04ywL
0	陈述	JaCo Educators, if you received your 1st dose in a walk-clinic, you return to that clinic for round 2. If you got y… https://t.co/dV7Dc9YoLF
0	引述	Vaccine refusers will be kept to ‘supermarkets, pharmacies’ when Israel opens up https://t.co/lYp1vI1oJw via @timesofisrael
0	质询	So 200 million vaccines purchased is enough for 330 million people who have to be vaccinated twice? More Biden fuzz… https://t.co/wgOT85CtYe
0	陈述	The media didn’t want Trump to get credit. Even now the approval has been kept low key. https://t.co/mNSnQyIthd
0	质询	Why can’t Alberta use a roll out system of tax files and leave no albertans behind   Who want the vaccine
0	断定	With the vaccine I keep wanting to say “inject it into my veins” like people say with coffee except that’s literally what happens
0	陈述	@PaulNev @neilbates69 @CallumBanthorpe @piersmorgan Immunity to serious illness, and not as effective in short term… https://t.co/yNfkPx6kNq
2	请求	If you're trying to make a vaccine appt follow @nj_covid @C19VaxxUpdates they post appt leads. Spread the word.  #VaccinateNj
0	陈述	I was very impressed today with @fema and @CAgovernor at @OaklandCoIiseum handling vaccine distribution. Orderly an… https://t.co/H7l1vwh6dx
0	引述	HEADLINE: Moderna: Covid vaccine shows nearly 95% protection : https://t.co/all9wsX6zM #Scrummyninja #vegaslocals… https://t.co/ZQkJopmsHN
0	引述	He doesn't even know where his suit pocket is https://t.co/qva7gXeuRW
2	咨询	.@kilmeade \n\nCan you find out if vaccine doses in NYS are tending to go to Cuomo-friendly regions first? Lack of av… https://t.co/TBzqt16PzI
0	引述	People aged 65 and older, regardless of health status, are eligible for the COVID-19 vaccine starting on Monday. https://t.co/ggaQIDpEpM
0	陈述	#rlt #renegen #Helium @elonmusk  endless helium supply 12% concentrations. #vaccine transport with  25 days storage… https://t.co/5uhQ5gKqVB
0	引述	Its not his poll numbers I worry about it how long do I have to wait for the vaccine. If he can't do the job then s… https://t.co/lQxmzcSogv
0	引述	Dr. Marsh: Herd immunity by its definition would be in the 80% range is probably not going to be achieved because t… https://t.co/d22g0NEGEb
0	引述	👇\nCrist calls on DOJ to \ninvestigate DeSantis over coronavirus vaccine distribution | TheHill https://t.co/TJ65DCG99U
0	断定	@POTUS @JoeBiden This vaccine causes infertility for generations!!!
0	陈述	@MayorofLondon Considerable numbers from the BAME communities are turning down their invitations to be vaccinated;… https://t.co/vxke0MXIId
0	批评	@NYGovCuomo That's pathetic. NY State is ranked 41st(!) in percentage of population who got a vaccine.\n\nThe states… https://t.co/D0DswdHhSF
0	引述	How can I get the COVID-19 vaccine? Here’s what you need to know and which state strategies are working https://t.co/YiBZg4hfLS
0	陈述	Always worry when in every damn press release we are reminded that AstraZeneca developed vaccine\n\n"in conjunction w… https://t.co/ffFsjDZl9o
0	断定	@thehill Unfortunately, given the seditious manner in which ICE operates, the only way to prevent them from targeti… https://t.co/wk4ks0XAxZ
1	难过	“We’re not making it out of the hood” 😭 https://t.co/eF9tfcQw8v
0	陈述	Attention @WHO in Mexico vaccination against taking the picture of your voting ID! No protection of personal data a… https://t.co/u6Lw756XYq
1	希望	@darafaye @RobAnderson2018 Yep... now if my old ass can get the vaccine before they go back
0	断定	IT AINT OVER TIL ITS OVER ! $VXRT #VAXART\n\n(AND I HAVE A BARN FULL OF HORSES AND A YARD FULL OF HOGS PAID FOR BY TH… https://t.co/6bTAaNAijd
1	攻击	Get the fucking vaccine and don’t be an asshole
0	引述	Children in Wales up to age seven to return to school after half-term https://t.co/mimWzaAKux
0	陈述	All #CovidBC public health orders and restrictions in BC are being kept in place. We need to use this time to reduc… https://t.co/gQNcDNts0D
2	请求	Take your Vaccine, be safe.
0	陈述	ICYMI From GMB this morning https://t.co/ZBY9CBpVUu
0	引述	Sir Keir Starmer has condemned trade unions and teachers over potential strike action amid safety concerns regardin… https://t.co/UpNGwdLw1Y
0	引述	Australian Open fans criticised for 'disgusting' booing of COVID vaccine rollout https://t.co/ypH9M0RATc
0	推测	@akbarjenkins @GaDPH @georgiagov My job will quality me for a vaccine sooner than my multiple chronic health condit… https://t.co/XxePtayX9T
0	引述	@DHSCgovuk @MattHancock @PHE_uk @pfizer @BioNTech_Group The time is coming when the collective consciousness of hum… https://t.co/YMOcUqjH7h
2	请求	So take a covid test or the vaccine so you can go about your business. Seet deh now?!🧐😳🤣
0	引述	Live Updates: Over 87 Lakh COVID-19 Vaccine Doses Administered In India https://t.co/7L3fNuB5sd
0	引述	Source Yahoo News\nYahoo News - Latest News  https://t.co/szU0GgKaoC
0	质询	@virusmonologues What do you think happens now, use vaccine we have on hand and then order different ones going forward??
0	断定	@jadedtxman @FraserNelson @afneil The vaccine doesn't stop you getting or spreading it. Do you want to risk going i… https://t.co/xawJ20JsIX
0	断定	@lorus77 @senajm @sputnikvaccine Time will tell.\n\nNO vaccine has had proper testing for your information. They were… https://t.co/whSybCTehV
1	抱怨	@wendywoo6089 The NHS are bullying my friends that don't went the vaccine big time picking on tham and siding with… https://t.co/vMZl92em4L
0	引述	Americans Divided On Letting People Skip COVID-19 Vaccine For Religious Reasons https://t.co/XToeBUpHfB
0	断定	@UniofOxford @JuliaHB1 Over 80s are dropping like flies who had the vax, all being put down as covid. Genocide
0	引述	@peterxdunn @BreakingNews It says in the article that it's the Covishield vaccine that's being distributed in India… https://t.co/WzuuPYB1A4
0	引述	@DrZoeHyde So Pfizer says it can only do 2b this year, 14b is needed to vaccinate the world totally\n\nYou really gon… https://t.co/6XDgr3O4FT
0	陈述	@luisa_braghieri @epilepsysociety I've had the Pfizer vaccine (1st one only up to now). All was ok apart from a hig… https://t.co/P6wqErdOXT
3	承诺	@CJ1two I’m with you Cardale.  And thanks for exercising your free speech.  Lots of Karens out in full force who ca… https://t.co/P9HAwXRO4i
3	承诺	@krohrb Hi Karen, customers will be able to schedule an appointment in the coming weeks. As soon as we receive the… https://t.co/1KcxBjMsmp
0	陈述	The Dept of Veteran Affairs has used innovative &amp; creative strategies to vaccinate, including to remote &amp; rural are… https://t.co/xtaFhMrMuF
